,Store_Name,Categories,Location,Zip_Code,Price,Rating,Review_Count,geometry,State,County,City,Name,RegionID,price_int,chain,strictly_coffee,coffee_is_cat,breakfast_and_brunch,bakeries,diner,deli,ice_cream_and_froyo,juice_and_smoothie,primary_category,Latitude,Longitude
94,Dulce Vegan Bakery and Cafe,"['Vegan', 'Bakeries']","(33.751284900000002, -84.322092499999997)",30317.0,$,4.5,221,POINT (-84.3220925 33.7512849),GA,Dekalb,Atlanta,Kirkwood,129705,1,0,0,0,0,1,0,0,0,0,bakeries,33.7512849,-84.3220925
95,Sun in My Belly,"['Breakfast & Brunch', 'American (New)', 'Wine Bars']","(33.76397, -84.316500000000005)",30317.0,$$,4.0,854,POINT (-84.3165 33.76397),GA,Dekalb,Atlanta,Kirkwood,129705,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.76397,-84.3165
96,The Pullman,"['Gastropubs', 'Breakfast & Brunch']","(33.751285600000003, -84.322128300000003)",30317.0,$$,4.0,90,POINT (-84.3221283 33.7512856),GA,Dekalb,Atlanta,Kirkwood,129705,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7512856,-84.3221283
97,Land of a Thousand Hills Coffee,"['Cafes', 'Coffee & Tea', 'Beer, Wine & Spirits']","(33.793205999999998, -84.395570000000006)",30363.0,$,4.0,142,POINT (-84.39557000000001 33.793206),GA,Fulton,Atlanta,Atlantic Station,399509,1,0,0,1,0,0,0,0,0,0,other,33.793206,-84.39557
98,Salata,"['Salad', 'Desserts', 'Coffee & Tea']","(33.7934370005297, -84.396691023058807)",30363.0,$$,4.5,43,POINT (-84.39669102305881 33.7934370005297),GA,Fulton,Atlanta,Atlantic Station,399509,2,0,0,1,0,0,0,0,0,0,other,33.7934370005297,-84.3966910230588
99,Starbucks,['Coffee & Tea'],"(33.791382276753097, -84.398262429593402)",30363.0,$,2.0,19,POINT (-84.3982624295934 33.7913822767531),GA,Fulton,Atlanta,Atlantic Station,399509,1,1,1,1,0,0,0,0,0,0,chain,33.7913822767531,-84.3982624295934
100,Paris Bistro,"['Italian', 'Southern', 'Breakfast & Brunch']","(33.791591644287102, -84.393692016601605)",30363.0,$,3.5,13,POINT (-84.39369201660161 33.7915916442871),GA,Fulton,Atlanta,Atlantic Station,399509,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7915916442871,-84.3936920166016
101,Kilwin's,"['Ice Cream & Frozen Yogurt', 'Chocolatiers & Shops', 'Candy Stores']","(33.7931351214337, -84.397659916875099)",30363.0,$$,4.0,290,POINT (-84.3976599168751 33.7931351214337),GA,Fulton,Atlanta,Atlantic Station,399509,2,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,33.7931351214337,-84.3976599168751
102,Starbucks,['Coffee & Tea'],"(33.793202930232198, -84.399404749274296)",30363.0,$,2.5,14,POINT (-84.3994047492743 33.7932029302322),GA,Fulton,Atlanta,Atlantic Station,399509,1,1,1,1,0,0,0,0,0,0,chain,33.7932029302322,-84.3994047492743
103,Rising Roll Gourmet,"['Sandwiches', 'Salad', 'Breakfast & Brunch']","(33.791565955232699, -84.393773116171403)",30363.0,$$,4.0,5,POINT (-84.3937731161714 33.7915659552327),GA,Fulton,Atlanta,Atlantic Station,399509,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7915659552327,-84.3937731161714
104,Publix,['Grocery'],"(33.792529999999999, -84.397624899999997)",30363.0,$$,3.5,43,POINT (-84.3976249 33.79253),GA,Fulton,Atlanta,Atlantic Station,399509,2,1,0,0,0,0,0,0,0,0,chain,33.79253,-84.3976249
105,Meehan's Public House,"['Pubs', 'Irish', 'Breakfast & Brunch']","(33.793082154605699, -84.395775566212194)",30363.0,$$,3.5,160,POINT (-84.39577556621219 33.7930821546057),GA,Fulton,Atlanta,Atlantic Station,399509,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7930821546057,-84.3957755662122
106,Octane Atlanta Tech Village,"['Coffee & Tea', 'Cocktail Bars']","(33.848660000000002, -84.373329999999996)",30305.0,$,4.0,93,POINT (-84.37333 33.84866),GA,Fulton,Atlanta,North Buckhead,269391,1,0,0,1,0,0,0,0,0,0,other,33.84866,-84.37333
107,Duck Donuts,"['Donuts', 'Coffee & Tea', 'Breakfast & Brunch']","(33.854699699999998, -84.382264399999997)",30342.0,$,4.5,47,POINT (-84.3822644 33.8546997),GA,Fulton,Atlanta,North Buckhead,269391,1,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.8546997,-84.3822644
108,Ebar,['Coffee & Tea'],"(33.852127500000002, -84.360818199999997)",30326.0,$,4.0,13,POINT (-84.3608182 33.8521275),GA,Fulton,Atlanta,North Buckhead,269391,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.8521275,-84.3608182
109,Starbucks,['Coffee & Tea'],"(33.844586, -84.371116000000001)",30305.0,$$,4.5,14,POINT (-84.371116 33.844586),GA,Fulton,Atlanta,North Buckhead,269391,2,1,1,1,0,0,0,0,0,0,chain,33.844586,-84.371116
110,Simmer Cafe,"['Cafes', 'Coffee & Tea']","(33.85172, -84.365949999999998)",30326.0,$$,4.0,7,POINT (-84.36595 33.85172),GA,Fulton,Atlanta,North Buckhead,269391,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.85172,-84.36595
111,Corner Bakery Cafe,"['Breakfast & Brunch', 'Cafes', 'Bakeries']","(33.848176889351102, -84.367320514848501)",30326.0,$,4.0,107,POINT (-84.3673205148485 33.8481768893511),GA,Fulton,Atlanta,North Buckhead,269391,1,0,0,1,1,1,0,0,0,0,bakeries,33.8481768893511,-84.3673205148485
112,The Café & Bar,"['American (New)', 'Cafes']","(33.8496341865904, -84.366561944858404)",30326.0,$$,4.5,6,POINT (-84.3665619448584 33.8496341865904),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,1,0,0,0,0,0,0,other,33.8496341865904,-84.3665619448584
113,Gallery Café,"['Cafes', 'Desserts', 'Breakfast & Brunch']","(33.854900100000002, -84.382525099999995)",30342.0,$$,3.5,23,POINT (-84.3825251 33.8549001),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.8549001,-84.3825251
114,Starbucks,['Coffee & Tea'],"(33.872016906738303, -84.380630493164105)",30342.0,$$,3.0,26,POINT (-84.38063049316411 33.8720169067383),GA,Fulton,Atlanta,North Buckhead,269391,2,1,1,1,0,0,0,0,0,0,chain,33.8720169067383,-84.3806304931641
115,Buttermilk Kitchen,"['Breakfast & Brunch', 'Southern', 'American (New)']","(33.869860000000003, -84.380560000000003)",30342.0,$$,4.5,983,POINT (-84.38056 33.86986),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.86986,-84.38056
116,Starbucks,['Coffee & Tea'],"(33.852127500000002, -84.360818199999997)",30326.0,$$,3.0,21,POINT (-84.3608182 33.8521275),GA,Fulton,Atlanta,North Buckhead,269391,2,1,1,1,0,0,0,0,0,0,chain,33.8521275,-84.3608182
117,Cafe 100,"['Cafes', 'American (Traditional)']","(33.8478813171387, -84.371376037597699)",30326.0,$,4.0,22,POINT (-84.3713760375977 33.8478813171387),GA,Fulton,Atlanta,North Buckhead,269391,1,0,0,1,0,0,0,0,0,0,other,33.8478813171387,-84.3713760375977
118,Cafe Bistro,"['Comfort Food', 'American (New)', 'Cafes']","(33.853280298202897, -84.361258147082495)",30326.0,$$,4.0,49,POINT (-84.36125814708249 33.8532802982029),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,1,0,0,0,0,0,0,other,33.8532802982029,-84.3612581470825
119,Flying Biscuit,"['Southern', 'Cafes']","(33.844871664960401, -84.371513278573602)",30305.0,$$,3.5,366,POINT (-84.3715132785736 33.8448716649604),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,1,0,0,0,0,0,0,other,33.8448716649604,-84.3715132785736
120,The Pinnacle Cafe,['Cafes'],"(33.851858399999998, -84.3608361)",30326.0,$,3.5,7,POINT (-84.3608361 33.8518584),GA,Fulton,Atlanta,North Buckhead,269391,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.8518584,-84.3608361
121,Arden's Garden,['Juice Bars & Smoothies'],"(33.858006600000003, -84.381105000000005)",30342.0,$,4.5,51,POINT (-84.38110500000001 33.8580066),GA,Fulton,Atlanta,North Buckhead,269391,1,1,0,0,0,0,0,0,0,1,chain,33.8580066,-84.381105
122,Market Street Café,['Cafes'],"(33.849871999999998, -84.374958000000007)",30305.0,$$,3.5,5,POINT (-84.37495800000001 33.849872),GA,Fulton,Atlanta,North Buckhead,269391,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.849872,-84.374958
123,Wildleaf Salads,"['Salad', 'Soup', 'Juice Bars & Smoothies']","(33.844933314059098, -84.371311627328396)",30305.0,$$,3.5,44,POINT (-84.3713116273284 33.8449333140591),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,33.8449333140591,-84.3713116273284
124,Jack's New Yorker Deli,"['Delis', 'Sandwiches', 'Breakfast & Brunch']","(33.845697337613501, -84.372057506250101)",30305.0,$,4.0,153,POINT (-84.3720575062501 33.8456973376135),GA,Fulton,Atlanta,North Buckhead,269391,1,0,0,0,1,0,0,1,0,0,deli,33.8456973376135,-84.3720575062501
125,Savi Provisions,"['Grocery', 'Beer, Wine & Spirits', 'Wine Tasting Room']","(33.854481100000001, -84.382525099999995)",30342.0,$$,4.0,31,POINT (-84.3825251 33.8544811),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,0,0,0,0,0,0,0,other,33.8544811,-84.3825251
126,To Go Bistro,"['Delis', 'Diners']","(33.854104599999999, -84.358678800000007)",30326.0,$,3.5,6,POINT (-84.35867880000001 33.8541046),GA,Fulton,Atlanta,North Buckhead,269391,1,0,0,0,0,0,1,1,0,0,diner,33.8541046,-84.3586788
127,Goldbergs Bagel Co,"['Delis', 'Breakfast & Brunch', 'Sandwiches']","(33.874033427547197, -84.380127017057902)",30342.0,$$,4.0,167,POINT (-84.3801270170579 33.8740334275472),GA,Fulton,Atlanta,North Buckhead,269391,2,0,0,0,1,0,0,1,0,0,deli,33.8740334275472,-84.3801270170579
128,Revelator Westside,['Coffee & Tea'],"(33.786180000000002, -84.411019999999994)",30318.0,$$,4.0,102,POINT (-84.41101999999999 33.78618),GA,Fulton,Atlanta,Home Park,269345,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.78618,-84.41102
129,Brash Coffee,['Coffee & Tea'],"(33.785544250831698, -84.411935132391903)",30318.0,$$,4.5,73,POINT (-84.4119351323919 33.7855442508317),GA,Fulton,Atlanta,Home Park,269345,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7855442508317,-84.4119351323919
130,West Egg Café,"['Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea']","(33.784374059609902, -84.412188377246096)",30318.0,$$,4.0,1198,POINT (-84.4121883772461 33.7843740596099),GA,Fulton,Atlanta,Home Park,269345,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.7843740596099,-84.4121883772461
131,Dtox,"['Coffee & Tea', 'Juice Bars & Smoothies']","(33.785990300000002, -84.412010100000003)",30318.0,$$,4.0,10,POINT (-84.4120101 33.7859903),GA,Fulton,Atlanta,Home Park,269345,2,0,0,1,0,0,0,0,0,1,juice_and_smoothie,33.7859903,-84.4120101
132,Caffe Antico,"['Cafes', 'Coffee & Tea', 'Gelato']","(33.784228752270003, -84.405482484516895)",30318.0,$,3.5,45,POINT (-84.4054824845169 33.78422875227),GA,Fulton,Atlanta,Home Park,269345,1,0,0,1,0,0,0,0,0,0,other,33.78422875227,-84.4054824845169
133,Upbeet,"['Salad', 'Juice Bars & Smoothies', 'Vegan']","(33.784089999999999, -84.411349999999999)",30318.0,$$,4.5,299,POINT (-84.41135 33.78409),GA,Fulton,Atlanta,Home Park,269345,2,0,0,0,0,0,0,0,0,1,juice_and_smoothie,33.78409,-84.41135
134,Donetto,"['Italian', 'Desserts', 'Wine Bars']","(33.781269999999999, -84.41377)",30318.0,$$$,4.5,84,POINT (-84.41377 33.78127),GA,Fulton,Atlanta,Home Park,269345,3,0,0,0,0,0,0,0,0,0,other,33.78127,-84.41377
135,Holler & Dash Biscuit House,"['Southern', 'Breakfast & Brunch']","(33.784509999999997, -84.41113)",30318.0,$,4.0,177,POINT (-84.41113 33.78451),GA,Fulton,Atlanta,Home Park,269345,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.78451,-84.41113
136,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']","(33.784942450374302, -84.406863222839107)",30318.0,$,2.5,41,POINT (-84.40686322283911 33.7849424503743),GA,Fulton,Atlanta,Home Park,269345,1,1,0,1,0,0,0,0,0,0,chain,33.7849424503743,-84.4068632228391
137,Caffé Gio,"['Cafes', 'Italian']","(33.784889999999997, -84.405664999999999)",30318.0,$,2.5,89,POINT (-84.405665 33.78489),GA,Fulton,Atlanta,Home Park,269345,1,0,0,1,0,0,0,0,0,0,other,33.78489,-84.405665
138,The Silver Skillet,['Breakfast & Brunch'],"(33.786369046386397, -84.3940410925035)",30318.0,$,3.5,327,POINT (-84.3940410925035 33.7863690463864),GA,Fulton,Atlanta,Home Park,269345,1,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7863690463864,-84.3940410925035
139,Chattahoochee Coffee Company,['Coffee & Tea'],"(33.787084385251603, -84.413723945772404)",30318.0,$,4.0,99,POINT (-84.4137239457724 33.7870843852516),GA,Fulton,Atlanta,Blandtown,403419,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7870843852516,-84.4137239457724
140,The Warhorse Coffee Joint,['Coffee & Tea'],"(33.785371599999998, -84.417046299999996)",30318.0,$,4.5,14,POINT (-84.4170463 33.7853716),GA,Fulton,Atlanta,Blandtown,403419,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7853716,-84.4170463
141,The Goat Farm,"['Music Venues', 'Coffee & Tea']","(33.787007099999997, -84.414254099999994)",30318.0,$,4.5,54,POINT (-84.41425409999999 33.7870071),GA,Fulton,Atlanta,Blandtown,403419,1,0,0,1,0,0,0,0,0,0,other,33.7870071,-84.4142541
142,Cafe Bella,['Coffee & Tea'],"(33.789720000000003, -84.425470000000004)",30318.0,$$,4.5,3,POINT (-84.42547 33.78972),GA,Fulton,Atlanta,Blandtown,403419,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.78972,-84.42547
143,Star Provisions,"['Cheese Shops', 'Meat Shops', 'Sandwiches']","(33.795476000000001, -84.427350000000004)",30318.0,$$,4.0,486,POINT (-84.42735 33.795476),GA,Fulton,Atlanta,Blandtown,403419,2,0,0,0,0,0,0,0,0,0,other,33.795476,-84.42735
144,Jeni's Splendid Ice Creams,['Ice Cream & Frozen Yogurt'],"(33.786876446036302, -84.412201855155999)",30318.0,$$,4.5,611,POINT (-84.412201855156 33.7868764460363),GA,Fulton,Atlanta,Blandtown,403419,2,0,0,0,0,0,0,0,1,0,ice_cream_and_froyo,33.7868764460363,-84.412201855156
145,Twisted Soul Cookhouse & Pours,"['Soul Food', 'Desserts', 'Southern']","(33.789171000241197, -84.4253452503266)",30318.0,$$,4.0,227,POINT (-84.4253452503266 33.7891710002412),GA,Fulton,Atlanta,Blandtown,403419,2,0,0,0,0,0,0,0,0,0,other,33.7891710002412,-84.4253452503266
146,BP,"['Gas Stations', 'Convenience Stores']","(33.800939800000002, -84.425318799999999)",30318.0,$$,2.5,5,POINT (-84.4253188 33.8009398),GA,Fulton,Atlanta,Blandtown,403419,2,0,0,0,0,0,0,0,0,0,other,33.8009398,-84.4253188
147,Octane Woodruff Arts Center,"['Coffee & Tea', 'Cocktail Bars']","(33.789158200000003, -84.384935100000007)",30309.0,$$,4.0,37,POINT (-84.38493510000001 33.7891582),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,0,0,0,0,0,other,33.7891582,-84.3849351
148,Revelator SQ5,['Coffee & Tea'],"(33.778185071723499, -84.389217657713601)",30308.0,$,4.0,26,POINT (-84.3892176577136 33.7781850717235),GA,Fulton,Atlanta,Midtown,269381,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7781850717235,-84.3892176577136
149,Dancing Goats Coffee Bar,['Coffee & Tea'],"(33.780765000000002, -84.386206999999999)",30309.0,$,3.5,39,POINT (-84.386207 33.780765),GA,Fulton,Atlanta,Midtown,269381,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.780765,-84.386207
150,Buffalo Bayou Coffee,['Coffee & Tea'],"(33.772735001483902, -84.384712819513197)",30308.0,$,4.5,4,POINT (-84.3847128195132 33.7727350014839),GA,Fulton,Atlanta,Midtown,269381,1,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7727350014839,-84.3847128195132
151,Land of a Thousand Hills Midtown,"['Coffee & Tea', 'Bakeries']","(33.773980000000002, -84.383939999999996)",30308.0,$$,4.0,15,POINT (-84.38394 33.77398),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,1,0,0,0,0,bakeries,33.77398,-84.38394
152,Sweet Hut Bakery & Cafe,"['Coffee & Tea', 'Bakeries', 'Sandwiches']","(33.780271800000001, -84.383950799999994)",30309.0,$,4.0,512,POINT (-84.38395079999999 33.7802718),GA,Fulton,Atlanta,Midtown,269381,1,0,0,1,0,1,0,0,0,0,bakeries,33.7802718,-84.3839508
153,Huge Café,['Coffee & Tea'],"(33.792234680716199, -84.386328645050497)",30309.0,$$,3.5,29,POINT (-84.3863286450505 33.7922346807162),GA,Fulton,Atlanta,Midtown,269381,2,0,1,1,0,0,0,0,0,0,strictly_coffee,33.7922346807162,-84.3863286450505
154,Joy Cafe,"['Breakfast & Brunch', 'Cafes', 'Southern']","(33.784801999999999, -84.383542000000006)",30309.0,$$,4.5,620,POINT (-84.38354200000001 33.784802),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,1,0,0,0,0,0,breakfast_and_brunch,33.784802,-84.383542
155,Caribou Coffee,['Coffee & Tea'],"(33.786163000000002, -84.385300000000001)",30309.0,$,4.5,2,POINT (-84.3853 33.786163),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.786163,-84.3853
156,Caribou Coffee,['Coffee & Tea'],"(33.782161712646499, -84.380683898925795)",30309.0,$,3.5,125,POINT (-84.3806838989258 33.7821617126465),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.7821617126465,-84.3806838989258
157,Empire State South,"['Southern', 'Cocktail Bars', 'Coffee & Tea']","(33.7811016, -84.383716300000003)",30309.0,$$$,4.0,705,POINT (-84.3837163 33.7811016),GA,Fulton,Atlanta,Midtown,269381,3,0,0,1,0,0,0,0,0,0,other,33.7811016,-84.3837163
158,Cafe Intermezzo,"['Cafes', 'Bars', 'Creperies']","(33.783311014109202, -84.383556622090197)",30309.0,$$,3.5,716,POINT (-84.3835566220902 33.7833110141092),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,0,0,0,0,0,other,33.7833110141092,-84.3835566220902
159,The Bean Counter Promenade,"['Coffee & Tea', 'Juice Bars & Smoothies']","(33.787411631828199, -84.385441520908898)",30309.0,$,4.0,6,POINT (-84.3854415209089 33.7874116318282),GA,Fulton,Atlanta,Midtown,269381,1,0,0,1,0,0,0,0,0,1,juice_and_smoothie,33.7874116318282,-84.3854415209089
160,Caribou Coffee & Einstein Bros Bagels,"['Coffee & Tea', 'Bagels']","(33.786212112260102, -84.382990038684497)",30309.0,$$,3.0,6,POINT (-84.3829900386845 33.7862121122601),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,0,0,0,0,0,other,33.7862121122601,-84.3829900386845
161,Highland Bakery Midtown,"['Bakeries', 'Coffee & Tea']","(33.786782844439699, -84.3841835761704)",30309.0,$$,3.0,156,POINT (-84.3841835761704 33.7867828444397),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,1,0,0,0,0,bakeries,33.7867828444397,-84.3841835761704
162,Starbucks,['Coffee & Tea'],"(33.782261152596597, -84.383083386230496)",30309.0,$,3.5,18,POINT (-84.3830833862305 33.7822611525966),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.7822611525966,-84.3830833862305
163,Tiff's Treats,"['Desserts', 'Bakeries', 'Cafes']","(33.777751100000003, -84.388944100000003)",30308.0,$$,4.5,43,POINT (-84.3889441 33.7777511),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,1,0,0,0,0,bakeries,33.7777511,-84.3889441
164,Babs,['Breakfast & Brunch'],"(33.776760000000003, -84.383170000000007)",30308.0,$$,4.0,544,POINT (-84.38317000000001 33.77676),GA,Fulton,Atlanta,Midtown,269381,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.77676,-84.38317
165,Green Market,['Farmers Market'],"(33.783859999999997, -84.378749999999997)",30309.0,$$,4.0,23,POINT (-84.37875 33.78386),GA,Fulton,Atlanta,Midtown,269381,2,0,0,0,0,0,0,0,0,0,other,33.78386,-84.37875
166,Cafe Mims,"['French', 'Bakeries']","(33.772579999999998, -84.384469899999999)",30308.0,$$,3.5,7,POINT (-84.3844699 33.77258),GA,Fulton,Atlanta,Midtown,269381,2,0,0,0,0,1,0,0,0,0,bakeries,33.77258,-84.3844699
167,Starbucks,['Coffee & Tea'],"(33.780199813183799, -84.368820317836096)",30308.0,$,3.5,58,POINT (-84.3688203178361 33.7801998131838),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.7801998131838,-84.3688203178361
168,Vitality Bowls,"['Acai Bowls', 'Coffee & Tea', 'Juice Bars & Smoothies']","(33.777790000000003, -84.383899999999997)",30308.0,$$,3.5,84,POINT (-84.3839 33.77779),GA,Fulton,Atlanta,Midtown,269381,2,0,0,1,0,0,0,0,0,1,juice_and_smoothie,33.77779,-84.3839
169,Cafe Kia-Ora,"['Cafes', 'Sandwiches', 'American (Traditional)']","(33.775368700000001, -84.387175099999993)",30308.0,$,4.0,61,POINT (-84.38717509999999 33.7753687),GA,Fulton,Atlanta,Midtown,269381,1,0,0,1,0,0,0,0,0,0,other,33.7753687,-84.3871751
170,Krispy Kreme,"['Coffee & Tea', 'Donuts']","(33.772120000000001, -84.378129999999999)",30308.0,$,4.0,195,POINT (-84.37813 33.77212),GA,Fulton,Atlanta,Midtown,269381,1,0,0,1,0,0,0,0,0,0,other,33.77212,-84.37813
171,Starbucks,['Coffee & Tea'],"(33.778432995226403, -84.384072951966601)",30308.0,$,3.0,82,POINT (-84.3840729519666 33.7784329952264),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.7784329952264,-84.3840729519666
172,Starbucks,['Coffee & Tea'],"(33.776685100000002, -84.3884398)",30308.0,$$,3.0,23,POINT (-84.3884398 33.7766851),GA,Fulton,Atlanta,Midtown,269381,2,1,1,1,0,0,0,0,0,0,chain,33.7766851,-84.3884398
173,Starbucks,['Coffee & Tea'],"(33.78633, -84.387029999999996)",30309.0,$,3.0,67,POINT (-84.38703 33.78633),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.78633,-84.38703
174,Arden's Garden,['Juice Bars & Smoothies'],"(33.780960175891998, -84.384524579539004)",30309.0,$,4.0,42,POINT (-84.384524579539 33.780960175892),GA,Fulton,Atlanta,Midtown,269381,1,1,0,0,0,0,0,0,0,1,chain,33.780960175892,-84.384524579539
175,Arden's Garden,['Juice Bars & Smoothies'],"(33.781379699707003, -84.368400573730497)",30308.0,$,4.5,75,POINT (-84.3684005737305 33.781379699707),GA,Fulton,Atlanta,Midtown,269381,1,1,0,0,0,0,0,0,0,1,chain,33.781379699707,-84.3684005737305
176,Atwoods Pizza Cafe,"['Pizza', 'Breakfast & Brunch']","(33.777412592640403, -84.387033916853895)",30308.0,$$,4.5,143,POINT (-84.38703391685389 33.7774125926404),GA,Fulton,Atlanta,Midtown,269381,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.7774125926404,-84.3870339168539
177,The Flying Biscuit Cafe,"['Breakfast & Brunch', 'American (Traditional)', 'Southern']","(33.781999999999996, -84.38015)",30309.0,$$,4.0,1082,POINT (-84.38015 33.782),GA,Fulton,Atlanta,Midtown,269381,2,0,0,0,1,0,0,0,0,0,breakfast_and_brunch,33.782,-84.38015
178,Dunkin' Donuts,"['Donuts', 'Coffee & Tea']","(33.7734142617388, -84.386927624367502)",30308.0,$,3.0,13,POINT (-84.3869276243675 33.7734142617388),GA,Fulton,Atlanta,Midtown,269381,1,1,0,1,0,0,0,0,0,0,chain,33.7734142617388,-84.3869276243675
179,Au Bon Pain,['Bakeries'],"(33.785400000000003, -84.384799999999998)",30309.0,$$,3.0,11,POINT (-84.3848 33.7854),GA,Fulton,Atlanta,Midtown,269381,2,0,0,0,0,1,0,0,0,0,bakeries,33.7854,-84.3848
180,Starbucks,['Coffee & Tea'],"(33.773613739727097, -84.365901947021499)",30308.0,$,3.5,49,POINT (-84.3659019470215 33.7736137397271),GA,Fulton,Atlanta,Midtown,269381,1,1,1,1,0,0,0,0,0,0,chain,33.7736137397271,-84.3659019470215
181,Einstein Bros Bagels,"['Bagels', 'Coffee & Tea']","(33.776774920138202, -84.384633153677001)",30308.0,$,2.5,58,POINT (-84.384633153677 33.7767749201382),GA,Fulton,Atlanta,Midtown,269381,1,0,0,1,0,0,0,0,0,0,other,33.7767749201382,-84.384633153677
182,Carolyn's Gourmet Cafe,"['Sandwiches', 'Pizza', 'Cafes']","(33.787071099999999, -84.387359900000007)",30309.0,$,3.5,49,POINT (-84.38735990000001 33.7870711),GA,Fulton,Atlanta,Midtown,269381,1,0,0,1,0,0,0,0,0,0,other,33.7870711,-84.3873599
